game,cause
1169,forced_CAST_not_playable
1170,forced_CAST_not_playable
1171,forced_DRAW_not_in_library_graveyard
1172,ability_logged
1173,ability_logged
1174,forced_DRAW_not_in_library_graveyard
1176,hidden_choice
1177,field_user_life
1178,field_oppo_life
1179,ability_logged
1180,forced_BLOCK_no_blocker
1181,hidden_choice
1182,forced_DRAW_not_in_library_graveyard
1183,forced_DRAW_not_in_library_graveyard
1184,field_user_life
1185,forced_CAST_not_playable
1186,field_oppo_life
1187,ability_logged
1188,ability_logged
1189,hidden_choice
1190,hidden_choice
1191,field_user_creatures
1192,hidden_choice
1193,forced_LAND_not_in_hand
1194,ability_logged
1195,forced_LAND_not_in_hand
1196,field_oppo_life
1197,field_user_creatures
1198,ability_logged
1199,forced_CAST_not_playable
1200,ability_logged
1201,ability_logged
1202,field_user_noncreatures
1203,forced_CAST_not_playable
1204,forced_BLOCK_no_blocker
1205,forced_CAST_not_in_hand
1206,forced_CAST_activate_failed
1207,forced_CAST_not_playable
1208,forced_DRAW_not_in_library_graveyard
1209,forced_CAST_not_playable
1210,forced_DRAW_not_in_library_hand
1211,ability_logged
1212,ability_logged
1213,forced_SWAP_not_in_library_missing
1214,forced_DRAW_not_in_library_graveyard
1215,ability_logged
1216,field_user_hand
1217,ability_logged
1218,ability_logged
1219,forced_DRAW_not_in_library_graveyard
1220,forced_SWAP_not_in_library_missing
1221,forced_LAND_not_in_hand
1222,hidden_choice
1223,hidden_choice
1224,forced_ATTACK_no_attacker_absent
1225,forced_LAND_not_in_hand
1226,field_user_creatures
1227,forced_CAST_activate_failed
1228,forced_ATTACK_no_attacker_absent
1229,ability_logged
1230,field_oppo_hand
1231,ability_logged
1232,field_oppo_hand
1233,forced_SWAP_not_in_library_missing
1234,ability_logged
1235,field_user_hand
1236,ability_logged
1237,forced_SWAP_not_in_library_graveyard
1238,field_user_life
1239,forced_DRAW_not_in_library_graveyard
1240,forced_CAST_not_playable
1241,ability_logged
1242,hidden_choice
1243,field_user_life
1244,forced_CAST_not_playable
1246,field_oppo_life
1247,ability_logged
1248,ability_logged
1249,field_oppo_life
1250,ability_logged
1251,forced_CAST_activate_failed
1252,field_user_creatures
1253,ability_logged
1254,field_user_creatures
1255,forced_ATTACK_no_attacker_absent
1256,ability_logged
1257,forced_SWAP_not_in_library_graveyard
1258,ability_logged
1259,forced_DRAW_not_in_library_graveyard
1260,field_user_life
1261,field_oppo_life
1262,hidden_choice
1263,forced_LAND_not_in_hand
1264,hidden_choice
1265,hidden_choice
1266,field_user_creatures
1267,hidden_choice
1268,ability_logged
1269,forced_SWAP_not_in_library_missing
1270,field_user_hand
1271,field_oppo_life
1272,ability_logged
1273,ability_logged
1274,field_oppo_life
1275,ability_logged
1276,forced_SWAP_not_in_library_battlefield
1277,field_oppo_life
1278,forced_LAND_not_in_hand
1279,field_oppo_life
1280,ability_logged
1281,forced_CAST_not_playable
1282,field_user_creatures
1283,hidden_choice
1284,forced_DRAW_not_in_library_graveyard
1285,ability_logged
1286,hidden_choice
1287,forced_DRAW_not_in_library_graveyard
1288,ability_logged
1289,ability_logged
1290,field_user_hand
1291,forced_SWAP_not_in_library_graveyard
1292,ability_logged
1293,ability_logged
1294,forced_SWAP_no_spare_hand_grew
1295,forced_ATTACK_no_attacker_absent
1296,ability_logged
1297,ability_logged
1298,field_oppo_life
1299,ability_logged
1300,forced_DRAW_not_in_library_graveyard
1301,ability_logged
1302,field_user_life
1303,ability_logged
1304,forced_DRAW_not_in_library_graveyard
1305,ability_logged
1306,ability_logged
1307,ability_logged
1308,ability_logged
1309,forced_ATTACK_no_attacker_sick_or_cannot
1310,ability_logged
1311,ability_logged
1312,ability_logged
1313,forced_BLOCK_no_blocker
1314,ability_logged
1315,forced_LAND_not_in_hand
1316,ability_logged
1317,ability_logged
1318,ability_logged
1319,ability_logged
1320,forced_CAST_not_playable
1321,ability_logged
1322,field_user_creatures
1323,forced_ATTACK_no_attacker_absent
1324,ability_logged
1325,field_user_creatures
1326,hidden_choice
1327,ability_logged
1328,ability_logged
1329,forced_CAST_not_playable
1330,forced_CAST_activate_failed
1331,ability_logged
1332,forced_DRAW_not_in_library_hand
1333,ability_logged
1334,ability_logged
1335,field_oppo_hand
1336,forced_BLOCK_no_blocker
1337,ability_logged
1338,forced_CAST_not_playable
1339,field_oppo_life
1340,forced_DRAW_not_in_library_graveyard
1341,field_user_life
1342,ability_logged
1343,ability_logged
1344,ability_logged
1345,forced_SWAP_not_in_library_graveyard
1346,ability_logged
1347,forced_CAST_not_in_hand
1348,field_user_life
1349,ability_logged
1350,forced_ATTACK_no_attacker_sick_or_cannot
1351,forced_LAND_not_in_hand
1352,field_user_creatures
1353,forced_ATTACK_no_attacker_absent
1354,field_oppo_life
1355,hidden_choice
1356,forced_DRAW_not_in_library_elsewhere
1357,ability_logged
1358,ability_logged
1359,hidden_choice
1360,field_user_life
1361,forced_LAND_not_in_hand
1362,forced_DRAW_not_in_library_graveyard
1363,hidden_choice
1364,hidden_choice
1365,forced_LAND_not_in_hand
1366,forced_DRAW_not_in_library_graveyard
1367,hidden_choice
1368,forced_DRAW_not_in_library_graveyard
1369,ability_logged
1370,forced_LAND_not_in_hand
1371,forced_BLOCK_no_blocker
1372,ability_logged
1373,ability_logged
1374,field_oppo_hand
1375,forced_DRAW_not_in_library_graveyard
1376,field_user_hand
1377,forced_LAND_not_in_hand
1378,ability_logged
1379,forced_DRAW_not_in_library_graveyard
1380,ability_logged
1381,ability_logged
1382,ability_logged
1383,field_user_noncreatures
1384,forced_ATTACK_no_attacker_absent
1386,ability_logged
1387,field_oppo_hand
1388,forced_BLOCK_no_blocker
1389,field_user_hand
1390,ability_logged
1391,ability_logged
1392,forced_CAST_not_playable
1393,forced_CAST_not_playable
1394,field_user_life
1395,forced_CAST_not_playable
1396,forced_BLOCK_no_blocker
1397,forced_DRAW_not_in_library_graveyard
1398,ability_logged
1399,hidden_choice
1400,field_user_hand
1401,hidden_choice
1402,forced_BLOCK_no_blocker
1403,hidden_choice
1404,field_user_life
1405,forced_SWAP_not_in_library_missing
1406,ability_logged
1407,forced_CAST_not_playable
1408,field_user_creatures
1409,forced_DRAW_not_in_library_graveyard
1410,field_oppo_life
1411,field_oppo_life
1412,forced_DRAW_not_in_library_graveyard
1413,field_user_creatures
1414,hidden_choice
1415,ability_logged
1416,forced_CAST_not_playable
1417,ability_logged
1418,hidden_choice
1419,ability_logged
1420,field_user_hand
1421,forced_CAST_not_playable
1422,field_user_creatures
1423,ability_logged
1424,field_user_life
1425,ability_logged
1426,field_user_creatures
1427,field_user_noncreatures
1428,hidden_choice
1429,forced_BLOCK_no_blocker
1430,forced_DRAW_not_in_library_graveyard
1431,field_oppo_life
1432,hidden_choice
1433,forced_DRAW_not_in_library_graveyard
1434,hidden_choice
1435,forced_SWAP_not_in_library_battlefield
1436,field_user_life
1437,ability_logged
1438,ability_logged
1439,ability_logged
1440,hidden_choice
1441,field_user_hand
1442,hidden_choice
1443,ability_logged
1444,ability_logged
1445,hidden_choice
1446,forced_SWAP_not_in_library_graveyard
1447,forced_SWAP_no_spare_hand_grew
1448,ability_logged
1449,forced_SWAP_not_in_library_missing
1450,hidden_choice
1451,field_oppo_life
1452,forced_CAST_not_playable
1453,field_user_hand
1454,forced_CAST_not_in_hand
1456,ability_logged
1457,forced_CAST_activate_failed
1458,forced_CAST_activate_failed
1459,forced_CAST_not_playable
1460,field_user_hand
1461,ability_logged
1462,field_oppo_life
1463,field_oppo_life
1464,field_user_life
1465,field_user_noncreatures
1466,ability_logged
1467,field_user_noncreatures
1468,forced_BLOCK_no_blocker
1469,field_user_life
1470,forced_SWAP_no_spare_hand_grew
1471,forced_DRAW_not_in_library_graveyard
1472,forced_DRAW_not_in_library_graveyard
1473,forced_DRAW_not_in_library_hand
1474,field_user_life
1475,ability_logged
1476,ability_logged
1477,forced_SWAP_not_in_library_missing
1478,forced_DRAW_not_in_library_graveyard
1479,ability_logged
1480,field_user_hand
1481,ability_logged
1482,ability_logged
1483,hidden_choice
1484,field_user_life
1485,forced_SWAP_not_in_library_missing
1486,forced_CAST_activate_failed
1487,ability_logged
1488,ability_logged
1489,ability_logged
1490,forced_ATTACK_no_attacker_absent
1491,field_user_hand
1492,field_oppo_life
1493,forced_CAST_not_playable
1494,ability_logged
1496,ability_logged
1497,field_user_life
1498,field_user_life
1499,field_user_hand
1500,ability_logged
1501,forced_CAST_activate_failed
1502,forced_CAST_not_playable
1503,forced_ATTACK_no_attacker_already_attacking
1504,ability_logged
1505,forced_ATTACK_no_attacker_tapped
1506,forced_DRAW_not_in_library_graveyard
1507,field_user_creatures
1508,hidden_choice
1509,hidden_choice
1510,forced_CAST_not_in_hand
1511,forced_LAND_not_in_hand
1512,ability_logged
1513,forced_CAST_not_in_hand
1514,forced_CAST_not_playable
1515,field_oppo_life
1516,ability_logged
1517,field_user_creatures
1518,field_user_creatures
1519,ability_logged
1520,ability_logged
1521,forced_LAND_not_in_hand
1522,ability_logged
1523,hidden_choice
1524,forced_LAND_not_in_hand
1525,field_user_creatures
1526,hidden_choice
1527,forced_DRAW_not_in_library_graveyard
1528,field_user_hand
1529,field_oppo_life
1530,forced_CAST_not_playable
1531,forced_DRAW_not_in_library_graveyard
1532,ability_logged
1533,field_oppo_life
1534,hidden_choice
1535,field_user_life
1536,forced_CAST_not_playable
1537,field_user_creatures
1538,ability_logged
1539,field_user_creatures
1540,field_oppo_hand
1541,ability_logged
1542,forced_SWAP_not_in_library_graveyard
1543,field_user_life
1544,forced_ATTACK_no_attacker_absent
1545,field_user_creatures
1546,hidden_choice
1547,forced_DRAW_not_in_library_graveyard
1548,forced_DRAW_not_in_library_graveyard
1549,forced_CAST_activate_failed
1550,forced_DRAW_not_in_library_elsewhere
1551,field_user_hand
1552,field_oppo_life
1553,ability_logged
1554,field_user_life
1555,forced_LAND_not_in_hand
1556,forced_DRAW_not_in_library_graveyard
1557,field_user_creatures
1558,forced_SWAP_not_in_library_graveyard
1559,forced_CAST_activate_failed
1560,ability_logged
1561,forced_BLOCK_no_blocker
1562,field_user_life
1564,forced_CAST_not_playable
1565,field_user_life
1566,hidden_choice
1567,ability_logged
1568,field_oppo_life
1569,forced_CAST_not_playable
1570,forced_BLOCK_no_blocker
1571,forced_DRAW_not_in_library_hand
1572,field_oppo_life
1573,ability_logged
1574,forced_SWAP_not_in_library_battlefield
1575,ability_logged
1576,hidden_choice
1577,field_oppo_hand
1578,ability_logged
1579,field_user_life
1580,forced_SWAP_not_in_library_missing
1581,forced_DRAW_not_in_library_graveyard
1582,hidden_choice
1583,field_oppo_life
1584,field_user_hand
1585,hidden_choice
1586,field_oppo_life
1587,field_user_creatures
1588,forced_CAST_not_playable
1589,ability_logged
1590,ability_logged
1591,forced_SWAP_not_in_library_missing
1592,ability_logged
1593,field_user_hand
1594,ability_logged
1595,ability_logged
1596,field_user_hand
1597,forced_CAST_not_playable
1598,ability_logged
1599,forced_SWAP_not_in_library_missing
1600,forced_CAST_not_playable
1601,field_user_creatures
1602,forced_DRAW_not_in_library_graveyard
1603,ability_logged
1604,ability_logged
1605,ability_logged
1606,hidden_choice
1607,hidden_choice
1608,field_oppo_life
1609,ability_logged
1610,hidden_choice
1611,ability_logged
1612,field_user_creatures
1613,field_user_creatures
1614,hidden_choice
1615,forced_LAND_not_in_hand
1616,ability_logged
1617,ability_logged
1618,forced_LAND_not_in_hand
1619,forced_BLOCK_no_blocker
1620,field_user_life
1621,field_user_creatures
1622,forced_CAST_not_playable
1623,forced_CAST_activate_failed
1624,ability_logged
1625,hidden_choice
1626,forced_CAST_not_in_hand
1627,field_user_life
1628,hidden_choice
1629,field_oppo_life
1630,ability_logged
1631,field_oppo_life
1632,hidden_choice
1634,ability_logged
1635,ability_logged
1636,field_user_life
1637,forced_CAST_activate_failed
1638,forced_SWAP_not_in_library_missing
1639,hidden_choice
1640,hidden_choice
1641,field_user_creatures
1642,ability_logged
1643,ability_logged
1644,forced_LAND_not_playable
1645,ability_logged
1646,field_user_creatures
1647,ability_logged
1648,forced_ATTACK_no_attacker_absent
1649,field_user_life
1650,field_user_hand
1651,forced_DRAW_not_in_library_graveyard
1652,forced_DRAW_not_in_library_graveyard
1653,field_user_life
1654,ability_logged
1655,field_user_creatures
1656,forced_DRAW_not_in_library_graveyard
1657,field_user_lands
1658,ability_logged
1659,forced_CAST_not_playable
1660,hidden_choice
1661,hidden_choice
1662,hidden_choice
1663,ability_logged
1664,ability_logged
1665,forced_LAND_not_in_hand
1666,field_user_creatures
1667,forced_DRAW_not_in_library_graveyard
1668,ability_logged
1669,forced_CAST_not_in_hand
1670,ability_logged
1671,ability_logged
1672,forced_CAST_activate_failed
1673,forced_BLOCK_no_blocker
1674,forced_SWAP_not_in_library_missing
1675,forced_DRAW_not_in_library_graveyard
1676,field_user_creatures
1677,field_user_hand
1678,field_user_hand
1679,field_user_life
1680,ability_logged
1681,hidden_choice
1682,hidden_choice
1683,hidden_choice
1684,field_user_life
1685,ability_logged
1686,hidden_choice
1687,hidden_choice
1688,forced_CAST_activate_failed
1689,ability_logged
1690,field_user_life
1691,field_user_creatures
1692,field_user_hand
1693,field_user_life
1694,ability_logged
1695,ability_logged
1696,field_user_creatures
1697,hidden_choice
1698,ability_logged
1699,field_user_hand
1700,ability_logged
1701,field_oppo_life
1702,forced_CAST_not_playable
1703,field_user_life
1704,forced_CAST_not_playable
1705,forced_DRAW_not_in_library_graveyard
1706,field_user_creatures
1707,field_user_creatures
1708,ability_logged
1709,ability_logged
1710,forced_DRAW_not_in_library_graveyard
1711,ability_logged
1712,ability_logged
1713,field_user_creatures
1714,hidden_choice
1715,field_oppo_life
1716,forced_SWAP_no_spare_hand_grew
1717,hidden_choice
1718,ability_logged
1719,field_user_hand
1720,forced_CAST_not_in_hand
1721,field_user_hand
1722,ability_logged
1723,field_user_hand
1724,forced_LAND_not_in_hand
1725,field_user_life
1726,ability_logged
1727,forced_CAST_not_playable
1728,field_user_life
1729,ability_logged
1730,forced_DRAW_not_in_library_graveyard
1731,ability_logged
1732,hidden_choice
1733,ability_logged
1734,hidden_choice
1735,field_user_life
1736,field_user_life
1737,forced_LAND_not_in_hand
1738,ability_logged
1739,forced_SWAP_not_in_library_battlefield
1740,forced_CAST_not_in_hand
1741,ability_logged
1742,field_user_life
1743,ability_logged
1744,field_user_life
1745,forced_LAND_not_in_hand
1746,hidden_choice
1747,forced_CAST_not_playable
1748,ability_logged
1749,ability_logged
1750,forced_CAST_not_in_hand
1751,ability_logged
1752,ability_logged
1753,ability_logged
1754,ability_logged
1755,field_user_hand
1756,ability_logged
1757,field_oppo_life
1758,ability_logged
1759,field_user_life
1760,forced_ATTACK_no_attacker_tapped
1761,hidden_choice
1762,forced_DRAW_not_in_library_elsewhere
1763,ability_logged
1764,forced_DRAW_not_in_library_graveyard
1765,field_oppo_life
1766,field_user_life
1767,ability_logged
1768,hidden_choice
1770,hidden_choice
1771,hidden_choice
1772,ability_logged
1773,forced_LAND_not_in_hand
1774,forced_CAST_not_playable
1775,forced_SWAP_not_in_library_graveyard
1776,hidden_choice
1777,field_user_hand
1778,ability_logged
1779,field_user_creatures
1780,hidden_choice
1781,ability_logged
1782,ability_logged
1783,hidden_choice
1784,field_user_hand
1785,forced_BLOCK_no_blocker
1786,forced_BLOCK_no_blocker
1787,field_oppo_life
1788,field_user_creatures
1789,hidden_choice
1790,hidden_choice
1791,forced_CAST_activate_failed
1792,hidden_choice
1793,ability_logged
1794,forced_CAST_not_playable
1795,ability_logged
1796,forced_CAST_activate_failed
1797,field_oppo_life
1798,forced_CAST_activate_failed
1799,ability_logged
1800,field_user_hand
1801,forced_LAND_not_in_hand
1802,forced_CAST_not_playable
1803,field_user_creatures
1804,forced_CAST_not_in_hand
1805,ability_logged
1806,ability_logged
1807,field_user_life
1808,forced_CAST_activate_failed
1809,ability_logged
1810,ability_logged
1811,forced_DRAW_not_in_library_graveyard
1812,field_user_lands
1813,ability_logged
1814,hidden_choice
1815,forced_DRAW_not_in_library_graveyard
1816,hidden_choice
1817,forced_LAND_not_in_hand
1818,forced_BLOCK_no_blocker
1819,field_oppo_life
1820,field_user_hand
1821,forced_CAST_activate_failed
1822,hidden_choice
1824,forced_SWAP_not_in_library_missing
1825,ability_logged
1826,forced_LAND_not_in_hand
1827,field_user_life
1828,ability_logged
1829,forced_LAND_not_playable
1830,field_user_life
1831,forced_LAND_not_in_hand
1832,forced_DRAW_not_in_library_graveyard
1833,field_user_creatures
1834,hidden_choice
1835,forced_DRAW_not_in_library_graveyard
1836,forced_CAST_activate_failed
1837,field_user_hand
1838,forced_CAST_not_playable
1839,ability_logged
1840,ability_logged
1841,field_oppo_life
1842,ability_logged
1843,field_user_life
1844,forced_BLOCK_no_blocker
1845,hidden_choice
1846,field_oppo_life
1847,ability_logged
1848,forced_DRAW_not_in_library_elsewhere
1849,field_user_creatures
1850,field_user_creatures
1851,ability_logged
1852,forced_DRAW_not_in_library_graveyard
1853,hidden_choice
1854,hidden_choice
1855,forced_CAST_not_in_hand
1856,hidden_choice
1857,hidden_choice
1858,hidden_choice
1859,hidden_choice
1860,forced_CAST_not_playable
1861,field_oppo_life
1862,hidden_choice
1863,forced_CAST_not_playable
1864,hidden_choice
1865,field_user_life
1866,forced_CAST_not_in_hand
1867,ability_logged
1868,field_user_creatures
1869,ability_logged
1870,ability_logged
1872,field_oppo_life
1873,forced_CAST_activate_failed
1874,ability_logged
1875,forced_SWAP_not_in_library_graveyard
1876,hidden_choice
1877,ability_logged
1878,forced_CAST_activate_failed
1879,field_user_life
1880,field_user_lands
1881,hidden_choice
1882,forced_DRAW_not_in_library_graveyard
1883,hidden_choice
1884,field_user_life
1885,hidden_choice
1886,ability_logged
1887,forced_CAST_not_in_hand
1888,field_oppo_hand
1889,ability_logged
1890,field_user_life
1891,field_user_life
1892,forced_LAND_not_in_hand
1893,hidden_choice
1894,forced_DRAW_not_in_library_graveyard
1895,ability_logged
1896,field_user_life
1897,hidden_choice
1898,ability_logged
1899,ability_logged
1900,forced_SWAP_not_in_library_graveyard
1901,ability_logged
1902,forced_DRAW_not_in_library_graveyard
1903,forced_CAST_not_in_hand
1904,forced_CAST_activate_failed
1905,forced_DRAW_not_in_library_graveyard
1906,field_user_creatures
1907,field_user_creatures
1908,hidden_choice
1909,ability_logged
1910,forced_DRAW_not_in_library_graveyard
1911,ability_logged
1912,field_user_hand
1913,field_user_life
1914,forced_DRAW_not_in_library_graveyard
1915,forced_SWAP_not_in_library_graveyard
1916,forced_CAST_not_playable
1917,forced_DRAW_not_in_library_graveyard
1918,field_user_creatures
1919,ability_logged
1920,field_user_life
1921,field_user_creatures
1922,ability_logged
1923,ability_logged
1924,field_user_life
1925,field_user_life
1926,forced_ATTACK_no_attacker_tapped
1927,hidden_choice
1928,hidden_choice
1929,ability_logged
1930,ability_logged
1931,ability_logged
1932,ability_logged
1933,ability_logged
1934,forced_CAST_activate_failed
1935,hidden_choice
1936,field_user_creatures
1937,forced_DRAW_not_in_library_graveyard
1938,hidden_choice
1939,forced_CAST_not_playable
1940,field_user_creatures
1941,field_oppo_life
1942,ability_logged
1943,forced_DRAW_not_in_library_graveyard
1944,field_user_creatures
1945,ability_logged
1946,ability_logged
1947,hidden_choice
1948,field_user_hand
1949,field_oppo_life
1950,field_user_life
1951,forced_BLOCK_no_blocker
1952,ability_logged
1953,forced_LAND_not_in_hand
1954,field_user_life
1955,ability_logged
1956,forced_LAND_not_in_hand
1957,forced_LAND_not_in_hand
1958,forced_CAST_not_playable
1959,ability_logged
1960,ability_logged
1961,hidden_choice
1962,ability_logged
1963,ability_logged
1964,field_user_life
1965,ability_logged
1966,hidden_choice
1967,forced_CAST_not_in_hand
1968,ability_logged
1969,field_user_life
1970,hidden_choice
1971,forced_SWAP_not_in_library_missing
1972,forced_DRAW_not_in_library_graveyard
1973,ability_logged
1974,forced_ATTACK_no_attacker_absent
1975,ability_logged
1976,forced_LAND_not_in_hand
1977,ability_logged
1978,forced_CAST_not_playable
1979,forced_CAST_not_playable
1980,ability_logged
1981,field_oppo_life
1982,ability_logged
1983,forced_CAST_not_in_hand
1984,ability_logged
1985,ability_logged
1986,ability_logged
1987,ability_logged
1988,ability_logged
1989,field_user_creatures
1990,field_user_creatures
1991,forced_LAND_not_in_hand
1992,field_user_hand
1993,field_user_creatures
1994,field_user_creatures
1995,forced_SWAP_not_in_library_graveyard
1996,field_user_creatures
1997,forced_CAST_not_playable
1998,ability_logged
1999,ability_logged
