game,user_deck_covered,opp_logged_covered,both_covered,deck_distinct,deck_cards,user_missing,opp_missing
982,1,1,1,23,40,,
983,1,1,1,23,40,,
984,1,1,1,26,42,,
985,1,1,1,21,40,,
986,1,1,1,22,41,,
987,1,1,1,26,40,,
988,1,1,1,20,40,,
989,1,1,1,23,40,,
990,1,1,1,21,40,,
991,1,1,1,22,40,,
992,1,1,1,21,40,,
993,1,1,1,19,40,,
994,1,1,1,24,40,,
995,1,1,1,19,40,,
996,1,1,1,25,40,,
997,1,1,1,22,40,,
998,1,1,1,22,40,,
999,1,1,1,21,40,,
1000,1,1,1,21,41,,
1001,1,1,1,22,40,,
1002,1,1,1,28,40,,
1003,1,1,1,24,40,,
1004,1,1,1,20,40,,
1005,1,1,1,25,40,,
1006,1,1,1,24,40,,
1007,1,1,1,19,40,,
1008,1,1,1,22,40,,
1009,1,1,1,19,40,,
1010,1,1,1,21,40,,
1011,1,1,1,25,40,,
1012,1,1,1,23,40,,
1013,1,1,1,23,40,,
1014,1,1,1,24,40,,
1015,1,1,1,26,40,,
1016,1,1,1,21,40,,
1017,1,1,1,21,40,,
1018,1,1,1,22,40,,
1019,1,1,1,25,40,,
1020,1,1,1,29,40,,
1021,1,1,1,25,40,,
1022,1,1,1,25,40,,
1023,1,1,1,19,40,,
1024,1,1,1,20,40,,
1025,1,1,1,22,40,,
1026,1,1,1,25,40,,
1027,1,1,1,25,40,,
1028,1,1,1,26,40,,
1029,1,1,1,22,40,,
1030,1,1,1,22,40,,
1031,1,1,1,20,40,,
1032,1,1,1,23,40,,
1033,1,1,1,26,40,,
1034,1,1,1,20,40,,
1035,1,1,1,24,40,,
1036,1,1,1,26,40,,
1037,1,1,1,23,40,,
1038,1,1,1,23,40,,
1039,1,1,1,21,40,,
1040,1,1,1,22,40,,
1041,1,1,1,22,40,,
1042,1,1,1,23,40,,
1043,1,1,1,22,40,,
1044,1,1,1,24,40,,
1045,1,1,1,22,40,,
1046,1,1,1,19,40,,
1047,1,1,1,18,40,,
1048,1,1,1,20,40,,
1049,1,1,1,22,40,,
1050,1,1,1,21,40,,
1051,1,1,1,24,40,,
1052,1,1,1,24,40,,
1053,1,1,1,25,40,,
1054,1,1,1,23,40,,
1055,1,1,1,17,40,,
1056,1,1,1,21,40,,
1057,1,1,1,23,40,,
1058,1,1,1,23,40,,
1059,1,1,1,20,40,,
1060,1,1,1,22,40,,
1061,1,1,1,21,40,,
1062,1,1,1,20,40,,
1063,1,1,1,23,40,,
1064,1,1,1,23,40,,
1065,1,1,1,23,40,,
1066,1,1,1,23,40,,
1067,1,1,1,19,40,,
1068,1,1,1,20,40,,
1069,1,1,1,22,40,,
1070,1,1,1,23,40,,
1071,1,1,1,21,40,,
1072,1,1,1,25,40,,
1073,1,1,1,23,40,,
1074,1,1,1,23,40,,
1075,1,1,1,22,41,,
1076,1,1,1,21,40,,
1077,1,1,1,22,40,,
1078,1,1,1,22,40,,
1079,1,1,1,23,44,,
1080,1,1,1,25,40,,
1081,1,1,1,19,40,,
1082,1,1,1,24,40,,
1083,1,1,1,22,40,,
1084,1,1,1,23,40,,
1085,1,1,1,22,41,,
1086,1,1,1,23,40,,
1087,1,1,1,27,40,,
1088,1,1,1,23,41,,
1089,1,1,1,20,40,,
1090,1,1,1,20,40,,
1091,1,1,1,22,40,,
1092,1,1,1,15,40,,
1093,1,1,1,27,40,,
1094,1,1,1,17,40,,
1095,1,1,1,19,40,,
1096,1,1,1,24,40,,
1097,1,1,1,18,40,,
1098,1,1,1,23,40,,
1099,1,1,1,23,40,,
1100,1,1,1,22,40,,
1101,1,1,1,21,40,,
1102,1,1,1,24,40,,
1103,1,1,1,29,40,,
1104,1,1,1,23,40,,
1105,1,1,1,25,40,,
1106,1,1,1,23,40,,
1107,1,1,1,20,40,,
1108,1,1,1,23,40,,
1109,1,1,1,25,40,,
1110,1,1,1,23,40,,
1111,1,1,1,26,40,,
1112,1,1,1,28,40,,
1113,1,1,1,23,42,,
1114,1,1,1,19,40,,
1115,1,1,1,20,40,,
1116,1,1,1,26,40,,
1117,1,1,1,23,40,,
1118,1,1,1,24,40,,
1119,1,1,1,21,40,,
1120,1,1,1,22,40,,
1121,1,1,1,21,40,,
1122,1,1,1,28,40,,
1123,1,1,1,21,40,,
1124,1,1,1,25,40,,
1125,1,1,1,21,40,,
1126,1,1,1,23,40,,
1127,1,1,1,25,40,,
1128,1,1,1,21,42,,
1129,1,1,1,19,40,,
1130,1,1,1,21,40,,
1131,1,1,1,23,40,,
1132,1,1,1,22,40,,
1133,1,1,1,27,40,,
1134,1,1,1,26,40,,
1135,1,1,1,21,40,,
1136,1,1,1,21,40,,
1137,1,1,1,24,40,,
1138,1,1,1,21,40,,
1139,1,1,1,21,40,,
1140,1,1,1,27,40,,
1141,1,1,1,20,40,,
1142,1,1,1,23,40,,
1143,1,1,1,20,40,,
1144,1,1,1,23,40,,
1145,1,1,1,24,40,,
1146,1,1,1,24,40,,
1147,1,1,1,20,41,,
1148,1,1,1,27,40,,
1149,1,1,1,22,40,,
1150,1,1,1,21,40,,
1151,1,1,1,21,40,,
1152,1,1,1,25,41,,
1153,1,1,1,24,40,,
1154,1,1,1,22,40,,
1155,1,1,1,23,40,,
1156,1,1,1,18,40,,
1157,1,1,1,22,40,,
1158,1,1,1,21,40,,
1159,1,1,1,24,40,,
1160,1,1,1,20,40,,
1161,1,1,1,20,41,,
1162,1,1,1,26,40,,
1163,1,1,1,21,40,,
1164,1,1,1,20,40,,
1165,1,1,1,18,40,,
1166,1,1,1,21,40,,
1167,1,1,1,22,40,,
1168,1,1,1,24,41,,
1169,1,1,1,26,40,,
1170,1,1,1,22,40,,
1171,1,1,1,21,40,,
1172,1,1,1,18,40,,
1173,1,1,1,23,40,,
1174,1,1,1,23,40,,
1175,1,1,1,22,40,,
1176,1,1,1,23,40,,
1177,1,1,1,21,40,,
1178,1,1,1,19,40,,
1179,1,1,1,22,40,,
1180,1,1,1,22,40,,
1181,1,1,1,24,40,,
1182,1,1,1,24,40,,
1183,1,1,1,21,40,,
1184,1,1,1,23,40,,
1185,1,1,1,23,40,,
1186,1,1,1,25,40,,
1187,1,1,1,25,40,,
1188,1,1,1,23,40,,
1189,1,1,1,24,40,,
1190,1,1,1,22,40,,
1191,1,1,1,19,40,,
1192,1,1,1,20,40,,
1193,1,1,1,20,40,,
1194,1,1,1,22,40,,
1195,1,1,1,22,40,,
1196,1,1,1,21,40,,
1197,1,1,1,20,40,,
1198,1,1,1,23,40,,
1199,1,1,1,21,40,,
1200,1,1,1,17,40,,
1201,1,1,1,22,40,,
1202,1,1,1,22,41,,
1203,1,1,1,18,40,,
1204,1,1,1,21,40,,
1205,1,1,1,24,40,,
1206,1,1,1,22,40,,
1207,1,1,1,24,40,,
1208,1,1,1,28,40,,
1209,1,1,1,22,40,,
1210,1,1,1,19,40,,
1211,1,1,1,25,40,,
1212,1,1,1,20,40,,
1213,1,1,1,19,40,,
1214,1,1,1,21,40,,
1215,1,1,1,20,40,,
1216,1,1,1,23,40,,
1217,1,1,1,23,40,,
1218,1,1,1,22,40,,
1219,1,1,1,20,40,,
1220,1,1,1,23,40,,
1221,1,1,1,23,40,,
1222,1,1,1,21,40,,
1223,1,1,1,24,40,,
1224,1,1,1,25,40,,
1225,1,1,1,22,40,,
1226,1,1,1,21,41,,
1227,1,1,1,25,40,,
1228,1,1,1,25,40,,
1229,1,1,1,22,40,,
1230,1,1,1,21,40,,
1231,1,1,1,21,40,,
1232,1,1,1,24,40,,
1233,1,1,1,22,40,,
1234,1,1,1,22,40,,
1235,1,1,1,19,40,,
1236,1,1,1,20,40,,
1237,1,1,1,17,40,,
1238,1,1,1,18,40,,
1239,1,1,1,25,40,,
1240,1,1,1,24,40,,
1241,1,1,1,17,40,,
1242,1,1,1,23,40,,
1243,1,1,1,24,40,,
1244,1,1,1,23,40,,
1245,1,1,1,21,40,,
1246,1,1,1,21,40,,
1247,1,1,1,25,41,,
1248,1,1,1,24,40,,
1249,1,1,1,25,40,,
1250,1,1,1,25,46,,
1251,1,1,1,20,41,,
1252,1,1,1,22,40,,
1253,1,1,1,19,40,,
1254,1,1,1,24,40,,
1255,1,1,1,22,42,,
1256,1,1,1,24,40,,
1257,1,1,1,20,40,,
1258,1,1,1,24,40,,
1259,1,1,1,24,40,,
1260,1,1,1,27,40,,
1261,1,1,1,23,40,,
1262,1,1,1,23,40,,
1263,1,1,1,19,40,,
1264,1,1,1,23,42,,
1265,1,1,1,21,40,,
1266,1,1,1,24,40,,
1267,1,1,1,24,40,,
1268,1,1,1,23,40,,
1269,1,1,1,26,40,,
1270,1,1,1,17,40,,
1271,1,1,1,23,40,,
1272,1,1,1,27,40,,
1273,1,1,1,28,40,,
1274,1,1,1,21,40,,
1275,1,1,1,29,40,,
1276,1,1,1,23,40,,
1277,1,1,1,24,40,,
1278,1,1,1,25,40,,
1279,1,1,1,20,40,,
1280,1,1,1,20,40,,
1281,1,1,1,22,40,,
1282,1,1,1,22,40,,
1283,1,1,1,22,40,,
1284,1,1,1,25,40,,
1285,1,1,1,27,40,,
1286,1,1,1,26,40,,
1287,1,1,1,20,40,,
1288,1,1,1,23,40,,
1289,1,1,1,20,40,,
1290,1,1,1,30,40,,
1291,1,1,1,20,40,,
1292,1,1,1,21,40,,
1293,1,1,1,27,40,,
1294,1,1,1,22,41,,
1295,1,1,1,22,40,,
1296,1,1,1,24,40,,
1297,1,1,1,21,40,,
1298,1,1,1,18,40,,
1299,1,1,1,22,40,,
1300,1,1,1,23,40,,
1301,1,1,1,26,40,,
1302,1,1,1,20,40,,
1303,1,1,1,22,40,,
1304,1,1,1,20,40,,
1305,1,1,1,23,40,,
1306,1,1,1,23,40,,
1307,1,1,1,29,40,,
1308,1,1,1,25,40,,
1309,1,1,1,24,40,,
1310,1,1,1,19,40,,
1311,1,1,1,26,40,,
1312,1,1,1,24,40,,
1313,1,1,1,23,40,,
1314,1,1,1,26,40,,
1315,1,1,1,29,40,,
1316,1,1,1,18,40,,
1317,1,1,1,26,41,,
1318,1,1,1,24,40,,
1319,1,1,1,21,40,,
1320,1,1,1,18,40,,
1321,1,1,1,18,40,,
1322,1,1,1,28,40,,
1323,1,1,1,19,40,,
1324,1,1,1,24,40,,
1325,1,1,1,22,40,,
1326,1,1,1,25,40,,
1327,1,1,1,22,40,,
1328,1,1,1,24,40,,
1329,1,1,1,19,40,,
1330,1,1,1,28,40,,
1331,1,1,1,20,40,,
1332,1,1,1,24,40,,
1333,1,1,1,26,40,,
1334,1,1,1,26,40,,
1335,1,1,1,24,40,,
1336,1,1,1,21,40,,
1337,1,1,1,19,40,,
1338,1,1,1,28,40,,
1339,1,1,1,21,40,,
1340,1,1,1,23,40,,
1341,1,1,1,20,40,,
1342,1,1,1,30,40,,
1343,1,1,1,27,40,,
1344,1,1,1,20,40,,
1345,1,1,1,24,40,,
1346,1,1,1,22,40,,
1347,1,1,1,21,40,,
1348,1,1,1,19,40,,
1349,1,1,1,23,40,,
1350,1,1,1,19,40,,
1351,1,1,1,22,40,,
1352,1,1,1,25,40,,
1353,1,1,1,24,40,,
1354,1,1,1,23,40,,
1355,1,1,1,22,40,,
1356,1,1,1,24,40,,
1357,1,1,1,30,40,,
1358,1,1,1,21,40,,
1359,1,1,1,24,40,,
1360,1,1,1,23,40,,
1361,1,1,1,27,40,,
1362,1,1,1,20,41,,
1363,1,1,1,23,40,,
1364,1,1,1,21,40,,
1365,1,1,1,24,40,,
1366,1,1,1,21,40,,
1367,1,1,1,26,40,,
1368,1,1,1,22,41,,
1369,1,1,1,22,40,,
1370,1,1,1,22,40,,
1371,1,1,1,30,40,,
1372,1,1,1,29,40,,
1373,1,1,1,21,40,,
1374,1,1,1,22,40,,
1375,1,1,1,22,41,,
1376,1,1,1,25,40,,
1377,1,1,1,20,40,,
1378,1,1,1,27,40,,
1379,1,1,1,22,40,,
1380,1,1,1,20,40,,
1381,1,1,1,24,40,,
1382,1,1,1,26,40,,
1383,1,1,1,22,40,,
1384,1,1,1,24,40,,
1385,1,1,1,22,40,,
1386,1,1,1,19,40,,
1387,1,1,1,24,40,,
1388,1,1,1,23,40,,
1389,1,1,1,24,40,,
1390,1,1,1,19,40,,
1391,1,1,1,23,40,,
1392,1,1,1,22,40,,
1393,1,1,1,24,40,,
1394,1,1,1,24,40,,
1395,1,1,1,25,40,,
1396,1,1,1,24,40,,
1397,1,1,1,22,40,,
1398,1,1,1,24,40,,
1399,1,1,1,26,40,,
1400,1,1,1,21,40,,
1401,1,1,1,21,40,,
1402,1,1,1,26,40,,
1403,1,1,1,19,40,,
1404,1,1,1,21,40,,
1405,1,1,1,20,40,,
1406,1,1,1,20,40,,
1407,1,1,1,20,40,,
1408,1,1,1,19,40,,
1409,1,1,1,25,40,,
1410,1,1,1,21,40,,
1411,1,1,1,22,40,,
1412,1,1,1,20,40,,
1413,1,1,1,21,40,,
1414,1,1,1,22,40,,
1415,1,1,1,25,40,,
1416,1,1,1,20,40,,
1417,1,1,1,24,40,,
1418,1,1,1,21,40,,
1419,1,1,1,21,40,,
1420,1,1,1,17,40,,
1421,1,1,1,20,40,,
1422,1,1,1,25,40,,
1423,1,1,1,22,40,,
1424,1,1,1,25,40,,
1425,1,1,1,26,40,,
1426,1,1,1,18,40,,
1427,1,1,1,24,40,,
1428,1,1,1,20,40,,
1429,1,1,1,24,40,,
1430,1,1,1,23,40,,
1431,1,1,1,24,40,,
1432,1,1,1,26,40,,
1433,1,1,1,21,40,,
1434,1,1,1,26,40,,
1435,1,1,1,20,40,,
1436,1,1,1,25,40,,
1437,1,1,1,24,40,,
1438,1,1,1,24,40,,
1439,1,1,1,25,40,,
1440,1,1,1,25,40,,
1441,1,1,1,22,41,,
1442,1,1,1,27,40,,
1443,1,1,1,27,41,,
1444,1,1,1,22,40,,
1445,1,1,1,23,40,,
1446,1,1,1,22,40,,
1447,1,1,1,17,40,,
1448,1,1,1,28,40,,
1449,1,1,1,23,40,,
1450,1,1,1,17,40,,
1451,1,1,1,19,40,,
1452,1,1,1,27,40,,
1453,1,1,1,21,40,,
1454,1,1,1,23,40,,
1455,1,1,1,23,40,,
1456,1,1,1,26,40,,
1457,1,1,1,22,40,,
1458,1,1,1,28,48,,
1459,1,1,1,27,40,,
1460,1,1,1,25,44,,
1461,1,1,1,21,40,,
1462,1,1,1,19,40,,
1463,1,1,1,19,40,,
1464,1,1,1,20,40,,
1465,1,1,1,24,40,,
1466,1,1,1,23,40,,
1467,1,1,1,28,40,,
1468,1,1,1,22,40,,
1469,1,1,1,20,40,,
1470,1,1,1,21,40,,
1471,1,1,1,19,40,,
1472,1,1,1,25,40,,
1473,1,1,1,28,40,,
1474,1,1,1,19,40,,
1475,1,1,1,22,40,,
1476,1,1,1,18,40,,
1477,1,1,1,21,40,,
1478,1,1,1,21,40,,
1479,1,1,1,23,40,,
1480,1,1,1,24,40,,
1481,1,1,1,26,40,,
1482,1,1,1,23,42,,
1483,1,1,1,24,40,,
1484,1,1,1,20,40,,
1485,1,1,1,20,40,,
1486,1,1,1,20,40,,
1487,1,1,1,26,40,,
1488,1,1,1,19,40,,
1489,1,1,1,27,40,,
1490,1,1,1,21,40,,
1491,1,1,1,25,40,,
1492,1,1,1,22,40,,
1493,1,1,1,24,40,,
1494,1,1,1,27,40,,
1495,1,1,1,19,40,,
1496,1,1,1,27,40,,
1497,1,1,1,23,40,,
1498,1,1,1,17,40,,
1499,1,1,1,27,40,,
1500,1,1,1,23,40,,
1501,1,1,1,24,40,,
1502,1,1,1,27,40,,
1503,1,1,1,24,40,,
1504,1,1,1,27,40,,
1505,1,1,1,21,40,,
1506,1,1,1,24,40,,
1507,1,1,1,22,40,,
1508,1,1,1,23,40,,
1509,1,1,1,21,40,,
1510,1,1,1,21,40,,
1511,1,1,1,23,40,,
1512,1,1,1,21,40,,
1513,1,1,1,20,40,,
1514,1,1,1,25,40,,
1515,1,1,1,19,40,,
1516,1,1,1,25,40,,
1517,1,1,1,17,40,,
1518,1,1,1,23,40,,
1519,1,1,1,23,40,,
1520,1,1,1,25,40,,
1521,1,1,1,20,40,,
1522,1,1,1,20,40,,
1523,1,1,1,26,40,,
1524,1,1,1,21,40,,
1525,1,1,1,22,41,,
1526,1,1,1,22,40,,
1527,1,1,1,25,40,,
1528,1,1,1,17,40,,
1529,1,1,1,25,40,,
1530,1,1,1,20,40,,
1531,1,1,1,22,40,,
1532,1,1,1,27,40,,
1533,1,1,1,23,40,,
1534,1,1,1,23,40,,
1535,1,1,1,24,40,,
1536,1,1,1,22,40,,
1537,1,1,1,22,40,,
1538,1,1,1,24,40,,
1539,1,1,1,23,40,,
1540,1,1,1,22,40,,
1541,1,1,1,24,40,,
1542,1,1,1,25,40,,
1543,1,1,1,20,40,,
1544,1,1,1,20,40,,
1545,1,1,1,21,40,,
1546,1,1,1,25,40,,
1547,1,1,1,26,40,,
1548,1,1,1,23,40,,
1549,1,1,1,21,40,,
1550,1,1,1,21,40,,
1551,1,1,1,29,40,,
1552,1,1,1,21,40,,
1553,1,1,1,23,40,,
1554,1,1,1,24,40,,
1555,1,1,1,21,40,,
1556,1,1,1,21,40,,
1557,1,1,1,28,40,,
1558,1,1,1,18,40,,
1559,1,1,1,23,40,,
1560,1,1,1,21,40,,
1561,1,1,1,20,40,,
1562,1,1,1,20,40,,
1563,1,1,1,27,40,,
1564,1,1,1,22,40,,
1565,1,1,1,23,40,,
1566,1,1,1,22,40,,
1567,1,1,1,22,40,,
1568,1,1,1,23,40,,
1569,1,1,1,22,40,,
1570,1,1,1,19,40,,
1571,1,1,1,24,40,,
1572,1,1,1,22,40,,
1573,1,1,1,29,40,,
1574,1,1,1,21,40,,
1575,1,1,1,21,40,,
1576,1,1,1,19,40,,
1577,1,1,1,22,40,,
1578,1,1,1,22,40,,
1579,1,1,1,24,40,,
1580,1,1,1,21,40,,
1581,1,1,1,25,41,,
1582,1,1,1,23,40,,
1583,1,1,1,19,40,,
1584,1,1,1,23,40,,
1585,1,1,1,25,40,,
1586,1,1,1,23,40,,
1587,1,1,1,25,40,,
1588,1,1,1,20,40,,
1589,1,1,1,21,40,,
1590,1,1,1,22,40,,
1591,1,1,1,24,40,,
1592,1,1,1,22,40,,
1593,1,1,1,23,40,,
1594,1,1,1,22,40,,
1595,1,1,1,23,40,,
1596,1,1,1,28,40,,
1597,1,1,1,25,40,,
1598,1,1,1,24,40,,
1599,1,1,1,25,40,,
1600,1,1,1,23,40,,
1601,1,1,1,24,40,,
1602,1,1,1,24,41,,
1603,1,1,1,17,40,,
1604,1,1,1,22,40,,
1605,1,1,1,25,40,,
1606,1,1,1,23,40,,
1607,1,1,1,29,40,,
1608,1,1,1,21,40,,
1609,1,1,1,22,40,,
1610,1,1,1,24,40,,
1611,1,1,1,20,40,,
1612,1,1,1,27,40,,
1613,1,1,1,22,41,,
1614,1,1,1,25,40,,
1615,1,1,1,24,40,,
1616,1,1,1,19,40,,
1617,1,1,1,23,40,,
1618,1,1,1,23,40,,
1619,1,1,1,27,40,,
1620,1,1,1,24,40,,
1621,1,1,1,24,41,,
1622,1,1,1,21,40,,
1623,1,1,1,25,40,,
1624,1,1,1,22,41,,
1625,1,1,1,25,41,,
1626,1,1,1,21,40,,
1627,1,1,1,22,40,,
1628,1,1,1,22,40,,
1629,1,1,1,26,40,,
1630,1,1,1,19,40,,
1631,1,1,1,19,40,,
1632,1,1,1,22,40,,
1633,1,1,1,21,40,,
1634,1,1,1,21,40,,
1635,1,1,1,24,40,,
1636,1,1,1,16,40,,
1637,1,1,1,21,40,,
1638,1,1,1,25,40,,
1639,1,1,1,24,40,,
1640,1,1,1,27,40,,
1641,1,1,1,21,40,,
1642,1,1,1,21,40,,
1643,1,1,1,26,40,,
1644,1,1,1,21,40,,
1645,1,1,1,22,40,,
1646,1,1,1,21,40,,
1647,1,1,1,24,40,,
1648,1,1,1,26,46,,
1649,1,1,1,22,40,,
1650,1,1,1,25,40,,
1651,1,1,1,22,40,,
1652,1,1,1,20,40,,
1653,1,1,1,24,40,,
1654,1,1,1,23,40,,
1655,1,1,1,19,40,,
1656,1,1,1,25,40,,
1657,1,1,1,27,40,,
1658,1,1,1,21,40,,
1659,1,1,1,22,40,,
1660,1,1,1,22,40,,
1661,1,1,1,24,40,,
1662,1,1,1,23,40,,
1663,1,1,1,21,40,,
1664,1,1,1,22,40,,
1665,1,1,1,29,40,,
1666,1,1,1,25,40,,
1667,1,1,1,22,40,,
1668,1,1,1,23,40,,
1669,1,1,1,21,40,,
1670,1,1,1,24,40,,
1671,1,1,1,22,40,,
1672,1,1,1,26,40,,
1673,1,1,1,21,40,,
1674,1,1,1,21,40,,
1675,1,1,1,22,40,,
1676,1,1,1,22,40,,
1677,1,1,1,25,40,,
1678,1,1,1,19,40,,
1679,1,1,1,18,40,,
1680,1,1,1,25,40,,
1681,1,1,1,23,40,,
1682,1,1,1,20,40,,
1683,1,1,1,27,40,,
1684,1,1,1,20,40,,
1685,1,1,1,24,40,,
1686,1,1,1,25,40,,
1687,1,1,1,24,40,,
1688,1,1,1,30,40,,
1689,1,1,1,27,40,,
1690,1,1,1,20,40,,
1691,1,1,1,24,40,,
1692,1,1,1,20,40,,
1693,1,1,1,17,40,,
1694,1,1,1,20,40,,
1695,1,1,1,25,40,,
1696,1,1,1,21,40,,
1697,1,1,1,25,40,,
1698,1,1,1,21,40,,
1699,1,1,1,21,40,,
1700,1,1,1,26,40,,
1701,1,1,1,23,40,,
1702,1,1,1,20,40,,
1703,1,1,1,24,40,,
1704,1,1,1,19,40,,
1705,1,1,1,23,40,,
1706,1,1,1,23,40,,
1707,1,1,1,26,40,,
1708,1,1,1,19,40,,
1709,1,1,1,22,40,,
1710,1,1,1,29,40,,
1711,1,1,1,24,40,,
1712,1,1,1,23,41,,
1713,1,1,1,20,40,,
1714,1,1,1,20,40,,
1715,1,1,1,22,40,,
1716,1,1,1,23,40,,
1717,1,1,1,26,40,,
1718,1,1,1,25,40,,
1719,1,1,1,20,40,,
1720,1,1,1,21,40,,
1721,1,1,1,27,40,,
1722,1,1,1,21,40,,
1723,1,1,1,25,40,,
1724,1,1,1,21,40,,
1725,1,1,1,21,40,,
1726,1,1,1,24,40,,
1727,1,1,1,22,40,,
1728,1,1,1,29,40,,
1729,1,1,1,23,40,,
1730,1,1,1,24,40,,
1731,1,1,1,24,40,,
1732,1,1,1,25,40,,
1733,1,1,1,30,40,,
1734,1,1,1,25,40,,
1735,1,1,1,27,40,,
1736,1,1,1,26,40,,
1737,1,1,1,26,40,,
1738,1,1,1,23,40,,
1739,1,1,1,19,40,,
1740,1,1,1,22,40,,
1741,1,1,1,21,40,,
1742,1,1,1,19,40,,
1743,1,1,1,27,40,,
1744,1,1,1,26,40,,
1745,1,1,1,20,40,,
1746,1,1,1,25,40,,
1747,1,1,1,23,40,,
1748,1,1,1,27,40,,
1749,1,1,1,23,40,,
1750,1,1,1,20,40,,
1751,1,1,1,21,40,,
1752,1,1,1,23,40,,
1753,1,1,1,23,40,,
1754,1,1,1,27,40,,
1755,1,1,1,22,40,,
1756,1,1,1,24,40,,
1757,1,1,1,21,40,,
1758,1,1,1,25,40,,
1759,1,1,1,24,40,,
1760,1,1,1,20,40,,
1761,1,1,1,20,40,,
1762,1,1,1,19,40,,
1763,1,1,1,25,40,,
1764,1,1,1,23,40,,
1765,1,1,1,23,40,,
1766,1,1,1,23,40,,
1767,1,1,1,19,40,,
1768,1,1,1,25,40,,
1769,1,1,1,20,40,,
1770,1,1,1,21,40,,
1771,1,1,1,20,40,,
1772,1,1,1,21,40,,
1773,1,1,1,28,40,,
1774,1,1,1,19,40,,
1775,1,1,1,23,40,,
1776,1,1,1,17,40,,
1777,1,1,1,19,40,,
1778,1,1,1,25,41,,
1779,1,1,1,21,40,,
1780,1,1,1,26,40,,
1781,1,1,1,20,40,,
1782,1,1,1,24,40,,
1783,1,1,1,26,40,,
1784,1,1,1,27,40,,
1785,1,1,1,24,40,,
1786,1,1,1,21,40,,
1787,1,1,1,21,40,,
1788,1,1,1,18,40,,
1789,1,1,1,17,40,,
1790,1,1,1,25,40,,
1791,1,1,1,20,40,,
1792,1,1,1,22,40,,
1793,1,1,1,17,40,,
1794,1,1,1,25,40,,
1795,1,1,1,23,40,,
1796,1,1,1,24,41,,
1797,1,1,1,22,40,,
1798,1,1,1,23,40,,
1799,1,1,1,22,40,,
1800,1,1,1,24,40,,
1801,1,1,1,24,40,,
1802,1,1,1,23,40,,
1803,1,1,1,25,41,,
1804,1,1,1,24,40,,
1805,1,1,1,23,40,,
1806,1,1,1,22,40,,
1807,1,1,1,20,40,,
1808,1,1,1,24,40,,
1809,1,1,1,21,40,,
1810,1,1,1,25,40,,
1811,1,1,1,22,40,,
1812,1,1,1,20,40,,
1813,1,1,1,24,40,,
1814,1,1,1,23,40,,
1815,1,1,1,17,40,,
1816,1,1,1,25,40,,
1817,1,1,1,24,40,,
1818,1,1,1,21,40,,
1819,1,1,1,21,40,,
1820,1,1,1,21,41,,
1821,1,1,1,22,40,,
1822,1,1,1,23,40,,
1823,1,1,1,24,40,,
1824,1,1,1,22,40,,
1825,1,1,1,28,40,,
1826,1,1,1,26,40,,
1827,1,1,1,23,40,,
1828,1,1,1,22,40,,
1829,1,1,1,22,40,,
1830,1,1,1,26,40,,
1831,1,1,1,22,40,,
1832,1,1,1,25,40,,
1833,1,1,1,22,40,,
1834,1,1,1,24,40,,
1835,1,1,1,28,40,,
1836,1,1,1,24,40,,
1837,1,1,1,26,40,,
1838,1,1,1,27,41,,
1839,1,1,1,24,40,,
1840,1,1,1,22,40,,
1841,1,1,1,26,40,,
1842,1,1,1,24,40,,
1843,1,1,1,23,40,,
1844,1,1,1,20,40,,
1845,1,1,1,18,40,,
1846,1,1,1,26,40,,
1847,1,1,1,23,40,,
1848,1,1,1,20,40,,
1849,1,1,1,25,41,,
1850,1,1,1,21,40,,
1851,1,1,1,20,40,,
1852,1,1,1,18,40,,
1853,1,1,1,27,40,,
1854,1,1,1,20,40,,
1855,1,1,1,21,40,,
1856,1,1,1,25,40,,
1857,1,1,1,25,40,,
1858,1,1,1,25,40,,
1859,1,1,1,26,40,,
1860,1,1,1,19,40,,
1861,1,1,1,19,40,,
1862,1,1,1,23,40,,
1863,1,1,1,19,40,,
1864,1,1,1,22,40,,
1865,1,1,1,21,40,,
1866,1,1,1,22,40,,
1867,1,1,1,27,40,,
1868,1,1,1,25,40,,
1869,1,1,1,23,40,,
1870,1,1,1,21,40,,
1871,1,1,1,18,40,,
1872,1,1,1,25,40,,
1873,1,1,1,23,40,,
1874,1,1,1,22,40,,
1875,1,1,1,21,40,,
1876,1,1,1,21,40,,
1877,1,1,1,24,40,,
1878,1,1,1,25,40,,
1879,1,1,1,24,41,,
1880,1,1,1,21,40,,
1881,1,1,1,23,40,,
1882,1,1,1,21,40,,
1883,1,1,1,23,40,,
1884,1,1,1,19,40,,
1885,1,1,1,25,40,,
1886,1,1,1,24,40,,
1887,1,1,1,19,40,,
1888,1,1,1,23,40,,
1889,1,1,1,25,40,,
1890,1,1,1,23,40,,
1891,1,1,1,20,40,,
1892,1,1,1,22,40,,
1893,1,1,1,20,40,,
1894,1,1,1,21,40,,
1895,1,1,1,20,40,,
1896,1,1,1,24,40,,
1897,1,1,1,30,40,,
1898,1,1,1,21,40,,
1899,1,1,1,24,40,,
1900,1,1,1,23,41,,
1901,1,1,1,21,40,,
1902,1,1,1,24,40,,
1903,1,1,1,21,40,,
1904,1,1,1,19,40,,
1905,1,1,1,20,40,,
1906,1,1,1,24,40,,
1907,1,1,1,27,40,,
1908,1,1,1,27,40,,
1909,1,1,1,27,40,,
1910,1,1,1,23,40,,
1911,1,1,1,23,40,,
1912,1,1,1,26,40,,
